: error 482.133671, percentage 3.44%
Classifier[25] iteration 8570: error 372.119139, percentage 2.66%
Classifier[25] iteration 8571: error 372.118713, percentage 2.66%
Classifier[25] iteration 8572: error 372.118287, percentage 2.66%
Classifier[25] iteration 8573: error 372.117861, percentage 2.66%
Classifier[25] iteration 8574: error 372.117435, percentage 2.66%
Classifier[25] iteration 8575: error 372.117009, percentage 2.66%
Classifier[25] iteration 8576: error 372.116584, percentage 2.66%
Classifier[25] iteration 8577: error 372.116158, percentage 2.66%
Classifier[25] iteration 8578: error 372.115733, percentage 2.66%
Classifier[25] iteration 8579: error 372.115308, percentage 2.66%
Classifier[25] iteration 8580: error 372.114883, percentage 2.66%
Classifier[25] iteration 8581: error 372.114458, percentage 2.66%
Classifier[25] iteration 8582: error 372.114033, percentage 2.66%
Classifier[25] iteration 8583: error 372.113608, percentage 2.66%
Classifier[25] iteration 8584: error 372.113184, percentage 2.66%
Classifier[25] iteration 8585: error 372.112760, percentage 2.66%
Classifier[25] iteration 8586: error 372.112336, percentage 2.66%
Classifier[25] iteration 8587: error 372.111912, percentage 2.66%
Classifier[25] iteration 8588: error 372.111488, percentage 2.66%
Classifier[25] iteration 8589: error 372.111064, percentage 2.66%
Classifier[25] iteration 8590: error 372.110640, percentage 2.66%
Classifier[25] iteration 8591: error 372.110217, percentage 2.66%
Classifier[25] iteration 8592: error 372.109794, percentage 2.66%
Classifier[25] iteration 8593: error 372.109370, percentage 2.66%
Classifier[25] iteration 8594: error 372.108947, percentage 2.66%
Classifier[25] iteration 8595: error 372.108524, percentage 2.66%
Classifier[25] iteration 8596: error 372.108102, percentage 2.66%
Classifier[25] iteration 8597: error 372.107679, percentage 2.66%
Classifier[25] iteration 8598: error 372.107257, percentage 2.66%
Classifier[25] iteration 8599: error 372.106834, percentage 2.66%
Classifier[25] iteration 8600: error 372.106412, percentage 2.66%
Classifier[25] iteration 8601: error 372.105990, percentage 2.66%
Classifier[25] iteration 8602: error 372.105568, percentage 2.66%
Classifier[25] iteration 8603: error 372.105146, percentage 2.66%
Classifier[25] iteration 8604: error 372.104725, percentage 2.66%
Classifier[25] iteration 8605: error 372.104303, percentage 2.66%
Classifier[25] iteration 8606: error 372.103882, percentage 2.66%
Classifier[25] iteration 8607: error 372.103461, percentage 2.66%
Classifier[25] iteration 8608: error 372.103040, percentage 2.66%
Classifier[25] iteration 8609: error 372.102619, percentage 2.66%
Classifier[25] iteration 8610: error 372.102198, percentage 2.66%
Classifier[25] iteration 8611: error 372.101777, percentage 2.66%
Classifier[25] iteration 8612: error 372.101357, percentage 2.66%
Classifier[25] iteration 8613: error 372.100936, percentage 2.66%
Classifier[25] iteration 8614: error 372.100516, percentage 2.66%
Classifier[25] iteration 8615: error 372.100096, percentage 2.66%
Classifier[25] iteration 8616: error 372.099676, percentage 2.66%
Classifier[25] iteration 8617: error 372.099256, percentage 2.66%
Classifier[25] iteration 8618: error 372.098836, percentage 2.66%
Classifier[25] iteration 8619: error 372.098417, percentage 2.66%
Classifier[25] iteration 8620: error 372.097997, percentage 2.66%
Classifier[25] iteration 8621: error 372.097578, percentage 2.66%
Classifier[25] iteration 8622: error 372.097159, percentage 2.66%
Classifier[25] iteration 8623: error 372.096740, percentage 2.66%
Classifier[25] iteration 8624: error 372.096321, percentage 2.66%
Classifier[25] iteration 8625: error 372.095903, percentage 2.66%
Classifier[25] iteration 8626: error 372.095484, percentage 2.66%
Classifier[25] iteration 8627: error 372.095066, percentage 2.66%
Classifier[25] iteration 8628: error 372.094647, percentage 2.66%
Classifier[25] iteration 8629: error 372.094229, percentage 2.66%
Classifier[25] iteration 8630: error 372.093811, percentage 2.66%
Classifier[25] iteration 8631: error 372.093393, percentage 2.66%
Classifier[25] iteration 8632: error 372.092975, percentage 2.66%
Classifier[25] iteration 8633: error 372.092558, percentage 2.66%
Classifier[25] iteration 8634: error 372.092140, percentage 2.66%
Classifier[25] iteration 8635: error 372.091723, percentage 2.66%
Classifier[25] iteration 8636: error 372.091306, percentage 2.66%
Classifier[25] iteration 8637: error 372.090889, percentage 2.66%
Classifier[25] iteration 8638: error 372.090472, percentage 2.66%
Classifier[25] iteration 8639: error 372.090055, percentage 2.66%
Classifier[25] iteration 8640: error 372.089639, percentage 2.66%
Classifier[25] iteration 8641: error 372.089222, percentage 2.66%
Classifier[25] iteration 8642: error 372.088806, percentage 2.66%
Classifier[25] iteration 8643: error 372.088389, percentage 2.66%
Classifier[25] iteration 8644: error 372.087973, percentage 2.66%
Classifier[25] iteration 8645: error 372.087557, percentage 2.66%
Classifier[25] iteration 8646: error 372.087142, percentage 2.66%
Classifier[25] iteration 8647: error 372.086726, percentage 2.66%
Classifier[25] iteration 8648: error 372.086310, percentage 2.66%
Classifier[25] iteration 8649: error 372.085895, percentage 2.66%
Classifier[25] iteration 8650: error 372.085480, percentage 2.66%
Classifier[25] iteration 8651: error 372.085065, percentage 2.66%
Classifier[25] iteration 8652: error 372.084650, percentage 2.66%
Classifier[25] iteration 8653: error 372.084235, percentage 2.66%
Classifier[25] iteration 8654: error 372.083820, percentage 2.66%
Classifier[25] iteration 8655: error 372.083406, percentage 2.66%
Classifier[25] iteration 8656: error 372.082991, percentage 2.66%
Classifier[25] iteration 8657: error 372.082577, percentage 2.66%
Classifier[25] iteration 8658: error 372.082163, percentage 2.66%
Classifier[25] iteration 8659: error 372.081749, percentage 2.66%
Classifier[25] iteration 8660: error 372.081335, percentage 2.66%
Classifier[25] iteration 8661: error 372.080921, percentage 2.66%
Classifier[25] iteration 8662: error 372.080507, percentage 2.66%
Classifier[25] iteration 8663: error 372.080094, percentage 2.66%
Classifier[25] iteration 8664: error 372.079680, percentage 2.66%
Classifier[25] iteration 8665: error 372.079267, percentage 2.66%
Classifier[25] iteration 8666: error 372.078854, percentage 2.66%
Classifier[25] iteration 8667: error 372.078441, percentage 2.66%
Classifier[25] iteration 8668: error 372.078028, percentage 2.66%
Classifier[25] iteration 8669: error 372.077616, percentage 2.66%
Classifier[25] iteration 8670: error 372.077203, percentage 2.66%
Classifier[25] iteration 8671: error 372.076791, percentage 2.66%
Classifier[25] iteration 8672: error 372.076379, percentage 2.66%
Classifier[25] iteration 8673: error 372.075966, percentage 2.66%
Classifier[25] iteration 8674: error 372.075554, percentage 2.66%
Classifier[25] iteration 8675: error 372.075143, percentage 2.66%
Classifier[25] iteration 8676: error 372.074731, percentage 2.66%
Classifier[25] iteration 8677: error 372.074319, percentage 2.66%
Classifier[25] iteration 8678: error 372.073908, percentage 2.66%
Classifier[25] iteration 8679: error 372.073497, percentage 2.66%
Classifier[25] iteration 8680: error 372.073085, percentage 2.66%
Classifier[25] iteration 8681: error 372.072674, percentage 2.66%
Classifier[25] iteration 8682: error 372.072263, percentage 2.66%
Classifier[25] iteration 8683: error 372.071853, percentage 2.66%
Classifier[25] iteration 8684: error 372.071442, percentage 2.66%
Classifier[25] iteration 8685: error 372.071031, percentage 2.66%
Classifier[25] iteration 8686: error 372.070621, percentage 2.66%
Classifier[25] iteration 8687: error 372.070211, percentage 2.66%
Classifier[25] iteration 8688: error 372.069801, percentage 2.66%
Classifier[25] iteration 8689: error 372.069391, percentage 2.66%
Classifier[25] iteration 8690: error 372.068981, percentage 2.66%
Classifier[25] iteration 8691: error 372.068571, percentage 2.66%
Classifier[25] iteration 8692: error 372.068162, percentage 2.66%
Classifier[25] iteration 8693: error 372.067752, percentage 2.66%
Classifier[25] iteration 8694: error 372.067343, percentage 2.66%
Classifier[25] iteration 8695: error 372.066934, percentage 2.66%
Classifier[25] iteration 8696: error 372.066525, percentage 2.66%
Classifier[25] iteration 8697: error 372.066116, percentage 2.66%
Classifier[25] iteration 8698: error 372.065707, percentage 2.66%
Classifier[25] iteration 8699: error 372.065299, percentage 2.66%
Classifier[25] iteration 8700: error 372.064890, percentage 2.66%
Classifier[25] iteration 8701: error 372.064482, percentage 2.66%
Classifier[25] iteration 8702: error 372.064074, percentage 2.66%
Classifier[25] iteration 8703: error 372.063665, percentage 2.66%
Classifier[25] iteration 8704: error 372.063257, percentage 2.66%
Classifier[25] iteration 8705: error 372.062850, percentage 2.66%
Classifier[25] iteration 8706: error 372.062442, percentage 2.66%
Classifier[25] iteration 8707: error 372.062034, percentage 2.66%
Classifier[25] iteration 8708: error 372.061627, percentage 2.66%
Classifier[25] iteration 8709: error 372.061220, percentage 2.66%
Classifier[25] iteration 8710: error 372.060813, percentage 2.66%
Classifier[25] iteration 8711: error 372.060406, percentage 2.66%
Classifier[25] iteration 8712: error 372.059999, percentage 2.66%
Classifier[25] iteration 8713: error 372.059592, percentage 2.66%
Classifier[25] iteration 8714: error 372.059185, percentage 2.66%
Classifier[25] iteration 8715: error 372.058779, percentage 2.66%
Classifier[25] iteration 8716: error 372.058372, percentage 2.66%
Classifier[25] iteration 8717: error 372.057966, percentage 2.66%
Classifier[25] iteration 8718: error 372.057560, percentage 2.66%
Classifier[25] iteration 8719: error 372.057154, percentage 2.66%
Classifier[25] iteration 8720: error 372.056748, percentage 2.66%
Classifier[25] iteration 8721: error 372.056343, percentage 2.66%
Classifier[25] iteration 8722: error 372.055937, percentage 2.66%
Classifier[25] iteration 8723: error 372.055532, percentage 2.66%
Classifier[25] iteration 8724: error 372.055126, percentage 2.66%
Classifier[25] iteration 8725: error 372.054721, percentage 2.66%
Classifier[25] iteration 8726: error 372.054316, percentage 2.66%
Classifier[25] iteration 8727: error 372.053911, percentage 2.66%
Classifier[25] iteration 8728: error 372.053506, percentage 2.66%
Classifier[25] iteration 8729: error 372.053102, percentage 2.66%
Classifier[25] iteration 8730: error 372.052697, percentage 2.66%
Classifier[25] iteration 8731: error 372.052293, percentage 2.66%
Classifier[25] iteration 8732: error 372.051889, percentage 2.66%
Classifier[25] iteration 8733: error 372.051485, percentage 2.66%
Classifier[25] iteration 8734: error 372.051081, percentage 2.66%
Classifier[25] iteration 8735: error 372.050677, percentage 2.66%
Classifier[25] iteration 8736: error 372.050273, percentage 2.66%
Classifier[25] iteration 8737: error 372.049870, percentage 2.66%
Classifier[25] iteration 8738: error 372.049466, percentage 2.66%
Classifier[25] iteration 8739: error 372.049063, percentage 2.66%
Classifier[25] iteration 8740: error 372.048660, percentage 2.66%
Classifier[25] iteration 8741: error 372.048257, percentage 2.66%
Classifier[25] iteration 8742: error 372.047854, percentage 2.66%
Classifier[25] iteration 8743: error 372.047451, percentage 2.66%
Classifier[25] iteration 8744: error 372.047048, percentage 2.66%
Classifier[25] iteration 8745: error 372.046646, percentage 2.66%
Classifier[25] iteration 8746: error 372.046243, percentage 2.66%
Classifier[25] iteration 8747: error 372.045841, percentage 2.66%
Classifier[25] iteration 8748: error 372.045439, percentage 2.66%
Classifier[25] iteration 8749: error 372.045037, percentage 2.66%
Classifier[25] iteration 8750: error 372.044635, percentage 2.66%
Classifier[25] iteration 8751: error 372.044233, percentage 2.66%
Classifier[25] iteration 8752: error 372.043832, percentage 2.66%
Classifier[25] iteration 8753: error 372.043430, percentage 2.66%
Classifier[25] iteration 8754: error 372.043029, percentage 2.66%
Classifier[25] iteration 8755: error 372.042628, percentage 2.66%
Classifier[25] iteration 8756: error 372.042226, percentage 2.66%
Classifier[25] iteration 8757: error 372.041825, percentage 2.66%
Classifier[25] iteration 8758: error 372.041425, percentage 2.66%
Classifier[25] iteration 8759: error 372.041024, percentage 2.66%
Classifier[25] iteration 8760: error 372.040623, percentage 2.66%
Classifier[25] iteration 8761: error 372.040223, percentage 2.66%
Classifier[25] iteration 8762: error 372.039823, percentage 2.66%
Classifier[25] iteration 8763: error 372.039422, percentage 2.66%
Classifier[25] iteration 8764: error 372.039022, percentage 2.66%
Classifier[25] iteration 8765: error 372.038622, percentage 2.66%
Classifier[25] iteration 8766: error 372.038223, percentage 2.66%
Classifier[25] iteration 8767: error 372.037823, percentage 2.66%
Classifier[25] iteration 8768: error 372.037424, percentage 2.66%
Classifier[25] iteration 8769: error 372.037024, percentage 2.66%
Classifier[25] iteration 8770: error 372.036625, percentage 2.66%
Classifier[25] iteration 8771: error 372.036226, percentage 2.66%
Classifier[25] iteration 8772: error 372.035827, percentage 2.66%
Classifier[25] iteration 8773: error 372.035428, percentage 2.66%
Classifier[25] iteration 8774: error 372.035029, percentage 2.66%
Classifier[25] iteration 8775: error 372.034630, percentage 2.66%
Classifier[25] iteration 8776: error 372.034232, percentage 2.66%
Classifier[25] iteration 8777: error 372.033834, percentage 2.66%
Classifier[25] iteration 8778: error 372.033435, percentage 2.66%
Classifier[25] iteration 8779: error 372.033037, percentage 2.66%
Classifier[25] iteration 8780: error 372.032639, percentage 2.66%
Classifier[25] iteration 8781: error 372.032241, percentage 2.66%
Classifier[25] iteration 8782: error 372.031844, percentage 2.66%
Classifier[25] iteration 8783: error 372.031446, percentage 2.66%
Classifier[25] iteration 8784: error 372.031049, percentage 2.66%
Classifier[25] iteration 8785: error 372.030651, percentage 2.66%
